,Full Name,Last Name,First Name,Sholar link,Citations,h-index,i10-index,t10-index,University_x,"Rank (Full, Associate, Assistant, Other)",UniversityID,Unnamed: 11,University_y,ID,school,dblpname,dblpexists,fuzzyscore,fuzzyname
523,Serge Belongie,Belongie,Serge,https://scholar.google.com/citations?user=ORr4XJYAAAAJ,29174.0,64.0,123.0,612.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Serge J. Belongie,1,0.0,Serge J. Belongie
524,Kenneth Birman,Birman,Kenneth,https://scholar.google.com/citations?user=I-rKkyEAAAAJ&hl=en&oi=ao,19117.0,60.0,167.0,403.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Kenneth P. Birman,1,0.0,Kenneth P. Birman
525,Claire Cardie,Cardie,Claire,https://scholar.google.com/citations?user=ex9BQiIAAAAJ&hl=en&oi=ao,12613.0,51.0,99.0,343.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Claire Cardie,1,0.0,Claire Cardie
526,Tsuhan Chen,Chen,Tsuhan,https://scholar.google.com/citations?user=syCMBRIAAAAJ&hl=en,18377.0,56.0,399.0,216.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Tsuhan Chen,1,0.0,Tsuhan Chen
527,Robert L. Constable,Constable,Robert,,,,,68.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Robert L. Constable,1,0.0,Robert L. Constable
528,Shimon Edelman,Edelman,Shimon,https://scholar.google.com/citations?user=Ddfev5kAAAAJ&hl=en&oi=ao,12160.0,48.0,116.0,324.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Shimon Edelman,1,0.0,Shimon Edelman
529,Deborah Estrin,Estrin,Deborah,https://scholar.google.com/citations?user=3_WYcR4AAAAJ&hl=en&oi=ao,100528.0,117.0,312.0,2266.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Deborah Estrin,1,0.0,Deborah Estrin
530,Carla Gomes,Gomes,Carla,,,,,142.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Carla P. Gomes,1,0.0,Carla P. Gomes
531,Donald P. Greenberg,Greenberg,Donald,,,,,392.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Donald P. Greenberg,1,0.0,Donald P. Greenberg
532,Joseph Halpern,Halpern,Joseph,https://scholar.google.com/citations?user=FsBCAfgAAAAJ&hl=en&oi=ao,32623.0,78.0,241.0,654.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Joseph Y. Halpern,1,0.0,Joseph Y. Halpern
533,Haym Hirsh,Hirsh,Haym,,,,,134.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Haym Hirsh,1,0.0,Haym Hirsh
534,John E. Hopcroft,Hopcroft,John,,,,,368.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,John E. Hopcroft,1,0.0,John E. Hopcroft
535,Daniel Huttenlocher,Huttenlocher,Daniel,https://scholar.google.com/citations?user=q16KVs0AAAAJ&hl=en&oi=ao,28424.0,64.0,120.0,673.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Daniel P. Huttenlocher,1,0.0,Daniel P. Huttenlocher
536,Thorsten Joachims,Joachims,Thorsten,https://scholar.google.com/citations?user=5tk1PV8AAAAJ&hl=en&oi=ao,44965.0,57.0,112.0,1124.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Thorsten Joachims,1,0.0,Thorsten Joachims
537,Ari Juels,Juels,Ari,https://scholar.google.com/citations?user=uf0D-uoAAAAJ&hl=en&oi=ao,22034.0,65.0,119.0,571.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Ari Juels,1,0.0,Ari Juels
538,Jon Kleinberg,Kleinberg,Jon,https://scholar.google.com/citations?user=VX7d5EQAAAAJ&hl=en&oi=ao,57869.0,90.0,179.0,1323.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Jon M. Kleinberg,1,0.0,Jon M. Kleinberg
539,Dexter Kozen,Kozen,Dexter,https://scholar.google.com/citations?user=LV1qWjgAAAAJ&hl=en,492.0,11.0,14.0,11.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Dexter Kozen,1,0.0,Dexter Kozen
540,Lillian Lee,Lee,Lillian,https://scholar.google.com/citations?user=oJESe-cAAAAJ&hl=en&oi=ao,19784.0,34.0,37.0,300.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Lillian Lee,1,0.0,Lillian Lee
541,Rajit Manohar,Manohar,Rajit,https://scholar.google.com/citations?user=xpiTjY0AAAAJ&hl=en&oi=ao,3380.0,28.0,67.0,83.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Rajit Manohar,1,0.0,Rajit Manohar
542,Steve Marschner,Marschner,Steve,https://scholar.google.com/citations?user=llo3F3QAAAAJ&hl=en&oi=ao,5941.0,29.0,52.0,184.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Steve Marschner,1,0.0,Steve Marschner
543,Greg Morrisett,Morrisett,Greg,https://scholar.google.co.uk/citations?user=Dswus94AAAAJ,8179.0,43.0,72.0,228.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Greg Morrisett,0,0.8484848484848485,J. Gregory Morrisett
544,Andrew Myers,Myers,Andrew,https://scholar.google.com/citations?user=ovlpa_IAAAAJ&hl=en&oi=ao,9753.0,44.0,65.0,209.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Andrew C. Myers,1,0.0,Andrew C. Myers
545,Anil Nerode,Nerode,Anil,,,,,124.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Anil Nerode,1,0.0,Anil Nerode
546,Fred B. Schneider,Schneider,Fred,https://scholar.google.com/citations?user=sxjynOsAAAAJ&hl=en,19135.0,59.0,115.0,471.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Fred B. Schneider,1,0.0,Fred B. Schneider
547,Bart Selman,Selman,Bart,https://scholar.google.com/citations?user=pJ28HA0AAAAJ&hl=en&oi=ao,22709.0,64.0,131.0,665.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Bart Selman,1,0.0,Bart Selman
548,Vitaly Shmatikov,Shmatikov,Vitaly,,,,,186.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Vitaly Shmatikov,1,0.0,Vitaly Shmatikov
549,David Shmoys,Shmoys,David,https://scholar.google.com/citations?user=rD8a4hQAAAAJ&hl=en,17270.0,52.0,87.0,436.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,David B. Shmoys,1,0.0,David B. Shmoys
550,Eva Tardos,Tardos,Eva,https://scholar.google.com/citations?user=h6jljQQAAAAJ&hl=en&oi=ao,23177.0,58.0,116.0,538.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Éva Tardos,1,0.0,Éva Tardos
551,Stephen Wicker,Wicker,Stephen,https://scholar.google.com/citations?user=HbFGylgAAAAJ&hl=en&oi=ao,21377.0,41.0,89.0,328.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Stephen B. Wicker,1,0.0,Stephen B. Wicker
552,David Williamson,Williamson,David,https://scholar.google.com/citations?user=pOd2M64AAAAJ&hl=en&oi=ao,9769.0,41.0,66.0,222.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,David P. Williamson,1,0.0,David P. Williamson
553,Ramin Zabih,Zabih,Ramin,https://scholar.google.com/citations?user=8Lp0W54AAAAJ&hl=en&oi=ao,22065.0,32.0,48.0,429.0,Cornell University  ,Full,19,, Cornell University,19,Cornell University,Ramin Zabih,1,0.0,Ramin Zabih
554,Tanzeem Choudhury,Choudhury,Tanzeem,https://scholar.google.com/citations?user=-pyztDMAAAAJ&hl=en&oi=ao,8004.0,40.0,66.0,222.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Tanzeem Choudhury,1,0.0,Tanzeem Choudhury
555,Dan Cosley,Cosley,Dan,https://scholar.google.com/citations?user=_KNDS-kZ-nIJ&hl=en&oi=ao,5835.0,32.0,48.0,187.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Dan Cosley,1,0.0,Dan Cosley
556,Nate Foster,Foster,Nate,https://scholar.google.com/citations?user=AH5j40kAAAAJ&hl=en&oi=ao,3725.0,28.0,39.0,117.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Nate Foster,1,0.0,Nate Foster
557,Arpita Ghosh,Ghosh,Arpita,,,,,81.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Arpita Ghosh,1,0.0,Arpita Ghosh
558,Francois Guimbretiere,Guimbretiere,Francois,https://scholar.google.com/citations?user=PxZT1sgAAAAJ&hl=en&oi=ao,3997.0,28.0,44.0,124.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,François Guimbretière,1,0.0,François Guimbretière
559,Robert Kleinberg,Kleinberg,Robert,https://scholar.google.com/citations?user=zkvW8FQAAAAJ&hl=en&oi=ao,5780.0,45.0,96.0,151.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Robert D. Kleinberg,1,0.0,Robert D. Kleinberg
560,Hadas Kress-Gazit,Kress-Gazit,Hadas,https://scholar.google.com/citations?user=duOys3YAAAAJ&hl=en&oi=ao,1672.0,17.0,27.0,69.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Hadas Kress-Gazit,1,0.0,Hadas Kress-Gazit
561,Jose Martinez,Martinez,Jose,,,,,,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,José Martinez,1,0.0,José Martinez
562,Rafael Pass,Pass,Rafael,,,,,86.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Rafael Pass,1,0.0,Rafael Pass
563,Tom Ristenpart,Ristenpart,Tom,https://scholar.google.com/citations?user=MGVrVSIAAAAJ,4574.0,29.0,44.0,96.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Tom Ristenpart,0,0.9032258064516129,Thomas Ristenpart
564,Phoebe Sengers,Sengers,Phoebe,https://scholar.google.com/citations?user=6c5cf1wAAAAJ&hl=en&oi=ao,5153.0,33.0,59.0,167.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Phoebe Sengers,1,0.0,Phoebe Sengers
565,Elaine Shi,Shi,Elaine,https://scholar.google.com/citations?user=rejzeocAAAAJ&hl=en,8580.0,38.0,73.0,236.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Elaine Shi,1,0.0,Elaine Shi
566,Emin Gun Sirer,Sirer,Emin,https://scholar.google.com/citations?user=DaDmjMMAAAAJ&hl=en&oi=ao,7681.0,38.0,68.0,234.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Emin Gün Sirer,1,0.0,Emin Gün Sirer
567,Noah Snavely,Snavely,Noah,https://scholar.google.com/citations?user=Db4BCX8AAAAJ&hl=en&oi=ao,8419.0,32.0,48.0,187.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Noah Snavely,1,0.0,Noah Snavely
568,Edward Suh,Suh,Edward,https://scholar.google.com/citations?user=neO3vFYAAAAJ,5904.0,26.0,41.0,216.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Edward Suh,0,0.9090909090909091,G. Edward Suh
569,A. Kevin Tang,Tang,Kevin,,,,,,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Kevin D. Tang,1,0.0,Kevin D. Tang
570,Hakim Weatherspoon,Weatherspoon,Hakim,https://scholar.google.com/citations?user=0zrqo3B-66wC&hl=en&oi=ao,6326.0,22.0,37.0,63.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Hakim Weatherspoon,1,0.0,Hakim Weatherspoon
571,Kilian Weinberger,Weinberger,Kilian,https://scholar.google.com/citations?user=jsxk8vsAAAAJ&hl=en&oi=ao,7082.0,34.0,54.0,150.0,Cornell University  ,Associate,19,, Cornell University,19,Cornell University,Kilian Q. Weinberger,1,0.0,Kilian Q. Weinberger
572,Jayadev Acharya,Acharya,Jayadev,https://scholar.google.com/citations?user=70vJVxcAAAAJ&hl=en,403.0,10.0,12.0,11.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Jayadev Acharya,1,0.0,Jayadev Acharya
573,Rachit Agarwal,Agarwal,Rachit,https://scholar.google.com/citations?user=71IXR1QAAAAJ&hl=en,489.0,10.0,11.0,10.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Rachit Agarwal,0,0.8571428571428571,Rohit Aggarwal
574,Erik Andersen,Andersen,Erik,https://scholar.google.com/citations?user=iDMvmEYAAAAJ&hl=en,840.0,14.0,17.0,19.0,Cornell University  ,Assistant,19,ADDED SCHOLAR, Cornell University,19,Cornell University,Erik Andersen,1,0.0,Erik Andersen
575,Yoav Artzi,Artzi,Yoav,https://scholar.google.com/citations?user=XuQW7ogAAAAJ,528.0,11.0,11.0,18.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Yoav Artzi,1,0.0,Yoav Artzi
576,Christopher Batten,Batten,Christopher,https://scholar.google.com/citations?user=UGDVOZgAAAAJ&hl=en&oi=ao,1506.0,13.0,18.0,37.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Christopher Batten,1,0.0,Christopher Batten
577,David Bindel,Bindel,David,https://scholar.google.com/citations?user=04TuVhEAAAAJ&hl=en&oi=ao,4205.0,20.0,27.0,61.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,David Bindel,1,0.0,David Bindel
578,Yudong Chen,Chen,Yudong,https://scholar.google.com/citations?user=ze5rCdwAAAAJ&hl=en,1194.0,16.0,21.0,30.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Yudong Chen,1,0.0,Yudong Chen
579,Cristian Danescu-Niculescu-Mizil,Danescu-Niculescu-Mizil,Cristian,https://scholar.google.com/citations?user=njczUPMAAAAJ&hl=en&oi=ao,1064.0,16.0,16.0,36.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Cristian Danescu-Niculescu-Mizil,1,0.0,Cristian Danescu-Niculescu-Mizil
580,Nicola Dell,Dell,Nicola,https://scholar.google.com/citations?user=1FwsujMAAAAJ&hl=en,198.0,7.0,5.0,4.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Nicola Dell,1,0.0,Nicola Dell
581,Guy Hoffman,Hoffman,Guy,https://scholar.google.com/citations?user=ZocLOAMAAAAJ&hl=en,1598.0,20.0,32.0,43.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Guy Hoffman,1,0.0,Guy Hoffman
582,Malte Jung,Jung,Malte,https://scholar.google.com/citations?user=pfBh4zEAAAAJ&hl=en,218.0,9.0,9.0,9.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Malte F. Jung,1,0.0,Malte F. Jung
583,Alon Keinan,Keinan,Alon,https://scholar.google.com/citations?user=rS0EX5EAAAAJ&hl=en&oi=ao,15560.0,31.0,51.0,253.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Alon Keinan,1,0.0,Alon Keinan
584,Ross Knepper,Knepper,Ross,https://scholar.google.com/citations?user=dgBh0UMAAAAJ&hl=en&oi=ao,754.0,16.0,20.0,25.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Ross A. Knepper,1,0.0,Ross A. Knepper
585,David Mimno,Mimno,David,https://scholar.google.com/citations?user=uBFV6SUAAAAJ&hl=en&oi=ao,2859.0,21.0,25.0,110.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,David M. Mimno,1,0.0,David M. Mimno
586,Kirstin Peterson,Peterson,Kirstin,https://scholar.google.com/citations?user=ESJILIEAAAAJ&hl=en,185.0,3.0,3.0,0.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Kirstin Peterson,0,0.9333333333333333,Kirstin Peters
587,Adrian Sampson,Sampson,Adrian,https://scholar.google.com/citations?user=Bq50aCUAAAAJ&hl=en,1152.0,10.0,10.0,10.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Adrian Sampson,1,0.0,Adrian Sampson
588,Karthik Sridharan,Sridharan,Karthik,https://scholar.google.com/citations?user=nX9D5AoAAAAJ&hl=en&oi=ao,1641.0,20.0,32.0,54.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Karthik Sridharan,1,0.0,Karthik Sridharan
589,David Steurer,Steurer,David,https://scholar.google.com/citations?user=ThJ-Ju4AAAAJ&hl=en&oi=ao,1454.0,21.0,29.0,55.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,David Steurer,1,0.0,David Steurer
590,Ross Tate,Tate,Ross,https://scholar.google.com/citations?user=EiXpVxwAAAAJ&hl=en&oi=ao,205.0,7.0,7.0,2.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Ross Tate,1,0.0,Ross Tate
591,Immanuel Trummer,Trummer,Immanuel,https://scholar.google.de/citations?user=FJ7im7AAAAAJ&hl=de,124.0,7.0,5.0,3.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Immanuel Trummer,1,0.0,Immanuel Trummer
592,Amy Williams,Williams,Amy,https://scholar.google.com/citations?user=_-PAsvMAAAAJ&hl=en,4073.0,12.0,12.0,18.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Amy Williams,0,0.88,Clay Williams
593,Andrew Gordon Wilson,Wilson,Andrew,https://scholar.google.com/citations?user=twWX2LIAAAAJ&hl=en,373.0,11.0,13.0,14.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Andrew Gordon Wilson,1,0.0,Andrew Gordon Wilson
594,Haiyuan Yu,Yu,Haiyuan,,,,,347.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Haiyuan Yu,0,0.9473684210526315,Haiyan Yu
595,Zhiru Zhang,Zhang,Zhiru,https://scholar.google.com/citations?user=x05pUHsAAAAJ&hl=en&oi=ao,1413.0,19.0,23.0,35.0,Cornell University  ,Assistant,19,, Cornell University,19,Cornell University,Zhiru Zhang,1,0.0,Zhiru Zhang
596,"Artemov, Sergei",Artemov,Sergei,https://scholar.google.com/citations?user=MdiynQcAAAAJ&hl=en,2387.0,28.0,48.0,58.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Sergei N. Artëmov,1,0.0,Sergei N. Artëmov
597,"Bar-Noy, Amotz",Bar-Noy,Amotz,https://scholar.google.com/citations?user=MfLLOyMAAAAJ&hl=en&oi=ao,7867.0,44.0,116.0,153.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Amotz Bar-Noy,1,0.0,Amotz Bar-Noy
598,"Brass, Peter",Brass,Peter,https://scholar.google.com/citations?user=ZTGVnVkAAAAJ&hl=en&oi=ao,2298.0,19.0,34.0,38.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Peter Braß,1,0.0,Peter Braß
599,"Brown, Theodore",Brown,Theodore,https://scholar.google.com/citations?user=pvFqstUAAAAJ&hl=en&oi=ao,1998.0,10.0,12.0,76.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Theodore Brown,1,0.0,Theodore Brown
600,"Chun, Soon Ae",Chun,Soon Ae,https://scholar.google.com/citations?user=mE0JBT0AAAAJ&hl=en&oi=ao,1902.0,22.0,45.0,41.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Soon Ae Chun,1,0.0,Soon Ae Chun
601,"D'Alotto, Louis",D'Alotto,Louis,https://scholar.google.com/citations?user=OtxLPl4AAAAJ&hl=en&oi=ao,81.0,4.0,3.0,1.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Louis D'Alotto,0,0.7142857142857143,Loris D'Antoni
602,"Dexter, Scott",Dexter,Scott,https://scholar.google.com/citations?user=3G3DI9QAAAAJ&hl=en&oi=ao,908.0,12.0,15.0,18.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Scott D. Dexter,1,0.0,Scott D. Dexter
603,"Epstein, Susan",Epstein,Susan,https://scholar.google.com/citations?user=t7wcF4UAAAAJ&hl=en&oi=ao,1063.0,19.0,29.0,27.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Susan L. Epstein,1,0.0,Susan L. Epstein
604,"Friedman, Linda",Friedman,Linda,https://scholar.google.com/citations?user=LUgrnWMAAAAJ&hl=en&oi=ao,2050.0,17.0,32.0,28.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Linda Friedman,0,0.7857142857142857,Lisa Friedland
605,"Gennaro, Rosario",Gennaro,Rosario,https://scholar.google.com/citations?user=YAZHNDUAAAAJ&hl=en&oi=ao,11050.0,55.0,95.0,230.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Rosario Gennaro,1,0.0,Rosario Gennaro
606,"Gertner, Izidor",Gertner,Izidor,https://scholar.google.com/citations?user=-3lkqowAAAAJ&hl=en&oi=ao,978.0,16.0,24.0,29.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Izidor Gertner,1,0.0,Izidor Gertner
607,"Gurvits, Leonid",Gurvits,Leonid,https://scholar.google.com/citations?user=aBofVRoAAAAJ&hl=en&oi=ao,3838.0,28.0,54.0,86.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Leonid Gurvits,1,0.0,Leonid Gurvits
608,"Hadjiliadis, Olympia",Hadjiliadis,Olympia,,,,,13.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Olympia Hadjiliadis,1,0.0,Olympia Hadjiliadis
609,"Hamkins, Joel David ",Hamkins,Joel David ,https://scholar.google.com/citations?user=MHLQDYQAAAAJ,1731.0,21.0,50.0,40.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Joel David Hamkins,1,0.0,Joel David Hamkins
610,"Haralick, Robert M ",Haralick,Robert M ,https://scholar.google.com/citations?user=HMnF6i0AAAAJ,50020.0,68.0,295.0,435.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Robert M. Haralick,1,0.0,Robert M. Haralick
611,"Herman, Gabor T.",Herman,Gabor T.,https://scholar.google.com/citations?user=B153thgAAAAJ,25026.0,67.0,250.0,406.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Gabor T. Herman,1,0.0,Gabor T. Herman
612,"Ji, Ping",Ji,Ping,https://scholar.google.com/citations?user=SjkjEtQAAAAJ,987.0,17.0,24.0,30.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Ping Ji,1,0.0,Ping Ji
613,"Kahrobaei, Delaram",Kahrobaei,Delaram,https://scholar.google.com/citations?user=ScTS9PkAAAAJ&hl=en&oi=ao,249.0,9.0,9.0,9.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Delaram Kahrobaei,1,0.0,Delaram Kahrobaei
614,"Kawaguchi, Akira",Kawaguchi,Akira,https://scholar.google.com/citations?user=7cF0q3YAAAAJ&hl=en&oi=ao,1045.0,11.0,16.0,32.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Akira Kawaguchi,1,0.0,Akira Kawaguchi
615,"Khan, Bilal",Khan,Bilal,https://scholar.google.com/citations?user=uOBB1tEAAAAJ,552.0,12.0,15.0,14.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Bilal Khan,1,0.0,Bilal Khan
616,"Kong, T. Yung",Kong,T. Yung,https://scholar.google.com/citations?user=Hbb5UBgAAAAJ&hl=en&oi=ao,3137.0,22.0,36.0,78.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,T. Yung Kong,1,0.0,T. Yung Kong
617,"Kopec, Danny",Kopec,Danny,https://scholar.google.com/citations?user=FDBb8LEAAAAJ&hl=en&oi=ao,456.0,13.0,13.0,16.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Danny Kopec,0,0.75,Danny Kowerko
618,"Kress, Michael E.",Kress,Michael E.,https://scholar.google.com/citations?user=VB2V-fAAAAAJ,196.0,8.0,6.0,7.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Michael E. Kress,0,0.8571428571428571,Michael Kaess
619,"Langsam, Yedidyah",Langsam,Yedidyah,https://scholar.google.com/citations?user=ahb9YKgAAAAJ&hl=en&oi=ao,711.0,10.0,10.0,11.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Yedidyah Langsam,0,0.6428571428571429,Seiya Negami
620,"Lee, Myung Jong",Lee,Myung Jong,https://scholar.google.com/citations?user=8JJp_KEAAAAJ&hl=en&oi=ao,3351.0,25.0,55.0,48.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Myung J. Lee,1,0.0,Myung J. Lee
621,"Li, Xiangdong",Li,Xiangdong,https://scholar.google.com/citations?user=lhMd-CkAAAAJ,13554.0,44.0,350.0,102.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Xiangdong Li,0,0.96,Xiangdong Liu
622,"Manovich, Lev",Manovich,Lev,https://scholar.google.com/citations?user=QP5JHg_7o_cC&hl=en&oi=ao,14297.0,35.0,84.0,172.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Lev Manovich,0,0.6923076923076923,Gleb Naumovich
623," Miller, Russell",Miller,Russell,https://scholar.google.com/citations?user=WxCwDn8AAAAJ&hl=en,631.0,15.0,21.0,19.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Russell Miller,1,0.0,Russell Miller
624,"Mowshowitz, Abbe",Mowshowitz,Abbe,https://scholar.google.com/citations?user=KwmExSIAAAAJ&hl=en&oi=ao,3581.0,26.0,45.0,101.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Abbe Mowshowitz,1,0.0,Abbe Mowshowitz
625,"Pan, Victor ",Pan,Victor ,https://scholar.google.com/citations?user=9-i5_74AAAAJ,9203.0,47.0,171.0,142.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Victor Y. Pan,1,0.0,Victor Y. Pan
626,"Parikh, Rohit ",Parikh,Rohit ,https://scholar.google.com/citations?user=UrXap5MAAAAJ,4885.0,34.0,66.0,127.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Rohit Parikh,1,0.0,Rohit Parikh
627,"Petingi, Louis",Petingi,Louis,https://scholar.google.com/citations?user=X7Gs5cgAAAAJ&hl=en&oi=ao,383.0,11.0,11.0,12.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Louis Petingi,0,0.782608695652174,Louis Tong
628,"Raphan, Theodore ",Raphan,Theodore ,https://scholar.google.com/citations?user=oUle-6cAAAAJ&hl=en,7540.0,45.0,101.0,165.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Theodore  Raphan,0,0.7586206896551724,Theodore Brown
629,"Ravindran, Kaliappa",Ravindran,Kaliappa,https://scholar.google.com/citations?user=bPnTPDcAAAAJ&hl=en&oi=ao,848.0,14.0,20.0,16.0,CUNY Graduate School and University Center  ,Full,9,, CUNY Graduate School and University Center,9,CUNY,Kaliappa Nadar Ravindran,1,0.0,Kaliappa Nadar Ravindran
